term,sentiment
tragedian,0
tragedy,-2
tragic,-2
tragically,-2
trail,0
trailblazer,2
trailer,0
train,0
trainee,0
trainer,0
training,0
traipse,0
trait,0
traitor,-2
traitorous,-2
trajectory,0
tram,0
trammel,-1
tramp,-2
trample,-1
trampoline,0
trance,-1
tranquil,2
tranquility,2
tranquilize,0
tranquilizer,0
tranquillity,2
tranquillize,0
tranquillizer,0
tranquilly,2
trans.,0
transact,0
transaction,0
transatlantic,0
transceiver,0
transcend,0
transcendence,2
transcendent,3
transcendental,2
transcendentalism,0
transcontinental,0
transcribe,0
transcript,0
transcription,0
transducer,0
transept,0
transfer,0
transferable,0
transference,0
transfiguration,0
transfigure,0
transfix,0
transform,0
transformation,1
transformer,0
transfuse,0
transfusion,0
transgress,-2
transgression,-2
transgressor,-2
transience,0
transient,0
transistor,0
transit,0
transition,0
transitional,0
transitive,0
transitively,0
transitory,0
translate,0
translation,0
translator,0
transliterate,0
translucence,0
translucent,0
transmigrate,0
transmigration,0
transmissible,0
transmission,0
transmit,0
transmittal,0
transmitter,0
transmutation,0
transmute,0
transnational,0
transoceanic,0
transom,0
transparency,1
transparent,0
transparently,1
transpiration,0
transpire,0
transplant,0
transplantation,0
transport,0
transportation,0
transporter,0
transpose,0
transposition,0
transsexual,0
transubstantiation,0
transverse,0
transversely,0
transvestite,0
trap,-1
trapdoor,0
trapeze,0
trapezoid,0
trapezoidal,0
trapper,0
trappings,0
trapshooting,0
trash,-2
trashy,-1
trauma,-2
traumata,-2
traumatic,-2
traumatize,-2
travail,-1
travel,0
traveler,0
traveller,0
travelog,0
travelogue,0
traverse,0
travesty,-2
trawl,0
trawler,0
tray,0
treacherous,-2
treacherously,-2
treachery,-2
treacle,0
tread,0
treadle,0
treadmill,0
treas.,0
treason,-2
treasonable,-2
treasonous,-2
treasure,1
treasurer,0
treasury,0
treat,0
treatable,2
treatise,0
treatment,0
treaty,0
treble,0
tree,0
treeless,0
trefoil,0
trek,0
trellis,0
tremble,-1
tremendous,0
tremendously,1
tremolo,0
tremor,0
tremulous,-1
tremulously,-1
trench,0
trenchant,0
trend,0
trendy,2
trepidation,-1
trespass,-1
trespasser,-1
tress,0
trestle,0
triad,0
triage,0
trial,0
triangle,0
triangular,0
triathlon,0
tribal,0
tribe,0
tribesman,0
tribulation,-2
tribunal,0
tribune,0
tributary,0
tribute,2
trice,0
triceps,0
trick,-1
trickery,-1
trickiness,-1
trickle,0
trickster,-1
tricky,-1
tricolor,0
tricycle,0
trident,0
tried,0
triennial,0
trifle,-1
trifling,-1
trig,0
trigger,0
trigonometry,0
trill,0
trillion,0
trillionth,0
trilogy,0
trim,1
trimaran,0
trimester,0
trimly,1
trimmer,0
trimming,0
trimmings,0
trimness,1
trinket,-1
trio,0
trip,-1
tripartite,0
tripe,-1
triple,0
triplet,0
triplicate,0
tripod,0
triptych,0
trisect,0
trite,-1
tritely,-1
triteness,-1
triumph,2
triumphal,2
triumphant,2
triumphantly,2
triumvirate,0
trivet,0
trivia,0
trivial,-1
triviality,-1
trivialize,-1
trod,0
trodden,0
troika,0
troll,-1
trolley,0
trollop,-2
trombone,0
trombonist,0
troop,0
trooper,0
troops,0
trophy,2
tropic,0
tropical,0
tropics,0
troposphere,0
trot,0
troth,1
trotter,0
troubadour,0
trouble,-1
troublemaker,-2
troubleshooter,0
troublesome,-2
trough,0
trounce,-1
troupe,0
trouper,0
trousers,0
trousseau,0
trousseaux,0
trout,0
trowel,0
troy,0
truancy,-1
truant,-1
truce,0
truck,0
trucker,0
truculence,-2
truculent,-2
truculently,-1
trudge,0
true-blue,1
truffle,0
truism,0
truly,0
trump,3
trumpery,-1
trumpet,0
trumpeter,0
truncate,0
truncation,0
truncheon,0
trundle,0
trunk,0
trunks,0
truss,0
trust,1
trustee,0
trusteeship,0
trustful,1
trustfully,1
trustfulness,1
trusting,1
trustworthiness,2
trustworthy,2
trusty,2
truth,2
truthful,2
truthfully,2
truthfulness,2
try,0
trying,0
tryout,0
tryst,0
tsar,0
tsp.,0
tsunami,-2
tub,0
tuba,0
tubby,-1
tube,0
tubeless,0
tuber,0
tubercle,0
tubercular,0
tuberculosis,-2
tuberous,0
tubing,0
tubular,0
tuck,0
tucker,0
tuft,0
tufted,0
tug,0
tugboat,0
tuition,0
tulip,0
tulle,0
tumble,-1
tumbledown,-1
tumbler,0
tumbleweed,0
tummy,0
tumor,-1
tumult,-1
tumultuous,-2
tuna,0
tundra,0
tune,0
tuneful,1
tuneless,-1
tuner,0
tungsten,0
tunic,0
tunnel,0
turban,0
turbid,-1
turbine,0
turbojet,0
turboprop,0
turbot,0
turbulence,-1
turbulent,-1
turbulently,-1
turd,-2
tureen,0
turf,0
turgid,-2
turgidity,-1
turkey,0
turkish,0
turmeric,0
turmoil,-2
turn,0
turnabout,0
turnaround,0
turncoat,-2
turner,0
turnip,0
turnkey,0
turnoff,-1
turnout,0
turnover,0
turnpike,0
turnstile,0
turntable,0
turpentine,0
turpitude,-1
turquoise,0
turret,0
turtle,0
turtledove,0
turtleneck,0
tush,0
tusk,0
tussle,-1
tussock,0
tutelage,0
tutor,0
tutorial,0
tutu,0
tux,0
tuxedo,0
twaddle,-1
twain,0
twang,0
tweak,0
tweed,0
tweedy,0
'tween,0
tweet,0
tweeter,0
tweezers,0
twelfth,0
twelve,0
twentieth,0
twenty,0
twenty-one,0
twerp,-2
twice,0
twiddle,0
twig,0
twiggy,0
twilight,0
twill,0
twin,0
twine,0
twinge,0
twinkle,0
twinkling,1
twirl,0
twist,0
twisted,-2
twister,0
twit,-1
twitch,0
twitter,0
two,0
two-faced,-2
twofold,0
two-ply,0
twosome,0
two-time,-2
two-way,0
twp.,0
tycoon,0
tying,0
tyke,0
tympana,0
tympanum,0
type,0
typecast,-1
typescript,0
typeset,0
typesetter,0
typewrite,0
typewriter,0
typewritten,0
typewrote,0
typhoid,-2
typhoon,-2
typhus,-2
typical,0
typically,0
typify,0
typist,0
typo,-1
typographer,0
typographical,0
typographically,0
typography,0
tyrannical,-2
tyrannically,-2
tyrannize,-2
tyrannous,-2
tyranny,-2
tyrant,-2
tyro,0
tzar,0
u,0
ubiquitous,0
ubiquitously,0
ubiquity,0
udder,0
ugh,-2
ugliness,-2
ugly,-2
uh,0
ukrainian,0
ukulele,0
ulcer,-1
ulcerate,-1
ulceration,-1
ulcerous,-1
ulna,0
ulnae,0
ulterior,-1
ultimata,-1
ultimate,3
ultimately,0
ultimatum,-1
ultra,0
ultraconservative,-2
ultramarine,0
ultrasonic,0
ultrasound,0
ultraviolet,0
umber,0
umbilical,0
umbrage,-1
umbrella,0
umiak,0
umlaut,0
ump,0
umpire,0
umpteen,0
umpteenth,0
unabashed,0
unabated,0
unable,-1
unabridged,0
unacceptable,-2
unaccompanied,0
unaccountable,-1
unaccountably,-1
unaccustomed,0
unacquainted,0
unadorned,0
unadulterated,1
unaffected,0
unafraid,1
unaided,0
unalterable,0
unalterably,0
unambiguous,1
un-american,0
unanimity,0
unanimous,0
unanimously,1
unannounced,0
unanswerable,-1
unanswered,0
unanticipated,0
unappetizing,-2
unappreciated,-2
unappreciative,-2
unapproachable,-2
unarmed,0
unashamed,0
unasked,0
unassailable,2
unassisted,0
unassuming,1
unattached,0
unattended,-1
unattractive,-2
unauthorized,-1
unavailable,-1
unavailing,-1
unavoidable,-1
unavoidably,-1
unaware,0
unawares,-1
unbalanced,-1
unbar,0
unbearable,-2
unbearably,-2
unbeatable,3
unbeaten,1
unbecoming,-1
unbeknown,0
unbeknownst,0
unbelief,-1
unbelievable,-1
unbelievably,0
unbeliever,-1
unbend,0
unbending,0
unbiased,2
unbidden,0
unblushing,0
unbolt,0
unborn,0
unbosom,0
unbound,0
unbounded,0
unbreakable,1
unbridled,0
unbroken,1
unbuckle,0
unburden,0
unbutton,0
uncalled-for,-2
uncannily,0
uncanny,0
uncared-for,-2
uncaring,-2
unceasing,0
unceasingly,0
uncensored,0
unceremonious,-1
unceremoniously,-1
uncertain,-1
uncertainly,-1
uncertainty,0
unchallenged,1
unchanged,0
unchanging,0
uncharacteristic,0
uncharacteristically,-1
uncharitable,-2
uncharted,0
unchecked,0
uncivil,-2
uncivilized,-2
unclasp,0
unclassified,0
uncle,0
unclean,-2
unclear,-2
unclothed,0
uncluttered,1
uncoil,0
uncomfortable,-2
uncomfortably,-2
uncommitted,0
uncommon,0
uncommonly,0
uncommunicative,-2
uncomplaining,2
uncomplicated,1
uncomplimentary,-2
uncomprehending,-1
uncompromising,0
unconcern,-1
unconcerned,0
unconcernedly,0
unconditional,1
unconditionally,2
unconfirmed,0
unconnected,0
unconscionable,-2
unconscionably,-1
unconscious,-1
unconsciously,0
unconsciousness,-1
unconstitutional,-2
uncontaminated,1
uncontested,1
uncontrollable,-2
uncontrollably,-1
uncontrolled,-1
unconventional,0
unconventionally,0
unconvinced,-1
unconvincing,-2
unconvincingly,-2
uncooperative,-2
uncoordinated,-1
uncork,0
uncorroborated,-2
uncountable,0
uncounted,0
uncouple,0
uncouth,-2
uncover,0
unctuous,-1
uncultivated,-2
uncut,0
undamaged,1
undaunted,2
undecided,0
undecipherable,-2
undeclared,0
undefeated,3
undefined,0
undemanding,2
undemocratic,-2
undemonstrative,-1
undeniable,1
undeniably,0
undependable,-2
under,0
underachieve,-1
underachiever,-1
underage,-1
underarm,0
underbelly,0
underbid,0
underbrush,0
undercarriage,0
undercharge,0
underclass,-1
underclassman,0
underclothes,0
underclothing,0
undercoat,0
undercover,0
undercurrent,0
undercut,0
underdeveloped,-1
underdog,0
underdone,-1
underemployed,-2
underestimate,-1
underexpose,-1
underfoot,0
undergarment,0
undergo,0
undergone,0
undergraduate,0
underground,0
undergrowth,0
underhand,-2
underhanded,0
underhandedly,-2
underlain,0
underlay,0
underlie,0
underline,0
underling,-1
underlying,0
undermine,-1
underneath,0
undernourished,-2
underpaid,-1
underpants,0
underpass,0
underpay,-1
underpinning,0
underplay,0
underprivileged,-2
underrate,-1
underscore,0
undersea,0
undersecretary,0
undersell,0
undershirt,0
undershorts,0
underside,0
undersigned,0
undersized,-1
underskirt,0
undersold,-1
understaffed,-1
understand,1
understandable,1
understandably,1
understanding,2
understandingly,2
understate,0
understatement,0
understood,1
understudy,0
undertake,0
undertaken,0
undertaker,0
undertaking,0
under-the-counter,0
undertone,0
undertook,0
undertow,0
undervalue,-1
underwater,0
underway,0
underwear,0
underweight,-1
underwent,0
underworld,-1
underwrite,0
underwriter,0
underwritten,0
underwrote,0
undeserved,-1
undeserving,-2
undesirable,-1
undetermined,-1
undeveloped,0
undid,-1
undies,0
undignified,-2
undiminished,1
undisciplined,-2
undisclosed,0
undisguised,0
undisputed,1
undistinguished,-1
undisturbed,0
undivided,2
undo,0
undoing,-1
undone,-1
undoubted,1
undoubtedly,0
undress,0
undressed,0
undue,-2
undulate,0
undulation,0
unduly,-1
undying,0
unearned,-1
unearth,0
unearthly,0
uneasily,-2
uneasiness,-1
uneasy,-1
uneducated,-1
unembarrassed,0
unemotional,-1
unemployable,-2
unemployed,-1
unemployment,-1
unending,0
unendurable,0
unenlightened,-2
unenthusiastic,-1
unenviable,-1
unequal,-2
unequaled,2
unequalled,2
unequally,-2
unequivocal,-2
unequivocally,1
unerring,2
unerringly,1
unethical,-2
uneven,-1
unevenly,-2
unevenness,-1
uneventful,1
uneventfully,1
unexceptionable,0
unexceptional,-1
unexciting,-2
unexpected,0
unexpectedly,0
unexplained,-1
unexplored,0
unfailing,2
unfailingly,1
unfair,-2
unfairly,-2
unfairness,-1
unfaithful,-2
unfaithfully,-2
unfaithfulness,-1
unfamiliar,-1
unfamiliarity,-1
unfashionable,-2
unfasten,0
unfathomable,-1
unfavorable,-2
unfavorably,-2
unfeeling,-2
unfeelingly,-2
unfeigned,1
unfinished,-1
unfit,-1
unflappable,1
unflattering,-2
unflinching,1
unfold,0
unforeseen,-1
unforgettable,2
unforgettably,0
unforgivable,-2
unforgiving,-2
unfortunate,-1
unfortunately,-2
unfounded,-1
unfriendliness,-1
unfriendly,-2
unfulfilled,-2
unfurl,0
unfurnished,-1
ungainly,-1
ungentlemanly,-2
ungodly,-1
ungovernable,-2
ungracious,-1
ungrammatical,-1
ungrateful,-2
ungratefully,-2
ungrudging,2
unguarded,0
unguent,0
unhand,0
unhappily,-2
unhappiness,-1
unhappy,-2
unharmed,1
unhealthful,-1
unhealthy,-2
unheard,0
unheard-of,0
unheeded,-1
unhesitating,1
unhesitatingly,0
unhindered,1
unhinge,0
unhitch,0
unholy,-2
unhook,0
unhorse,0
unhurried,1
unhurt,1
unicorn,0
unicycle,0
unidentified,0
unification,0
uniform,0
uniformed,0
uniformity,0
uniformly,0
unify,0
unilateral,0
unilaterally,0
unimaginable,0
unimaginative,-2
unimpeachable,1
unimportant,-2
unimpressed,0
unimpressive,-2
uninformed,-2
uninhabitable,-2
uninhabited,0
uninhibited,0
uninjured,1
uninspired,-1
uninspiring,-1
uninsured,-1
unintelligible,-2
unintended,0
unintentional,0
unintentionally,0
uninterested,-1
uninteresting,-2
uninterrupted,1
uninvited,-1
uninviting,-1
union,0
unionize,0
unique,2
uniquely,2
uniqueness,0
unisex,0
unison,0
unit,0
unitarian,0
unite,1
united,0
unity,2
universal,1
universality,0
universally,0
universe,0
university,0
unjust,-2
unjustifiable,-2
unjustified,-2
unjustly,-2
unkempt,-1
unkind,-2
unkindly,-2
unkindness,-1
unknowing,0
unknowingly,0
unknown,0
unlace,0
unlatch,0
unlawful,-2
unlawfully,-2
unleaded,0
unlearn,0
unlearned,-1
unleash,0
unleavened,0
unless,0
unlettered,-1
unlicensed,-1
unlike,0
unlikelihood,-1
unlikely,-1
unlimited,2
unlisted,0
unload,0
unlock,0
unlooked-for,-1
unloose,0
unloved,-2
unluckily,-1
unlucky,-2
unmade,0
unmanageable,-2
unmanly,-1
unmanned,0
unmannerly,-1
unmarked,0
unmarried,0
unmask,0
unmatched,2
unmentionable,-2
unmerciful,-1
unmercifully,-2
unmindful,-1
unmistakable,0
unmistakably,0
unmitigated,-1
unmoved,-1
unnamed,0
unnatural,-1
unnaturally,-2
unnecessarily,-2
unnecessary,-2
unneeded,-1
unnerve,-1
unnerving,-2
unnoticeable,0
unnoticed,0
unnumbered,0
unobjectionable,0
unobservant,-1
unobserved,1
unobstructed,1
unobtrusive,2
unobtrusively,0
unoccupied,0
unoffensive,0
unofficial,0
unofficially,0
unopened,0
unopposed,2
unorganized,-1
unorthodox,0
unpack,0
unpaid,-2
unpalatable,-1
unparalleled,2
unpatriotic,-1
unpaved,0
unperturbed,1
unplanned,0
unpleasant,-2
unpleasantly,-2
unpleasantness,-1
unplug,0
unplumbed,0
unpopular,-2
unpopularity,-1
unprecedented,0
unpredictable,-1
unprejudiced,2
unpremeditated,1
unprepared,-2
unpretentious,2
unpreventable,-2
unprincipled,-2
unprintable,-1
unproductive,-2
unprofessional,-2
unprofitable,-2
unpronounceable,-1
unprotected,-2
unproven,0
unprovoked,0
unpublished,0
unpunished,-1
unqualified,-2
unquestionable,1
unquestionably,0
unquestioned,0
unquestioning,0
unquestioningly,0
unquote,0
unravel,-1
unread,0
unreadable,-2
unready,-1
unreal,0
unrealistic,-2
unrealistically,-2
unreasonable,-2
unreasonably,-2
unreasoning,-1
unrecognizable,0
unrecognized,0
unrecorded,0
unrefined,-1
unregistered,0
unregulated,-1
unrehearsed,0
unrelated,0
unrelenting,-2
unreliable,-2
unrelieved,-1
unremitting,-2
unrepentant,-1
unrepresentative,-1
unrequited,-1
unreserved,0
unreservedly,0
unresolved,-1
unresponsive,-1
unrest,-2
unrestrained,-1
unrestricted,0
unrewarding,-2
unripe,0
unrivaled,3
unrivalled,3
unroll,0
unromantic,-1
unruffled,1
unruliness,-1
unruly,-2
unsaddle,0
unsafe,-2
unsaid,0
unsalted,0
unsanctioned,-2
unsanitary,-1
unsatisfactory,-2
unsatisfied,-1
unsatisfying,-2
unsavory,-2
unscathed,1
unscheduled,0
unscientific,-2
unscramble,0
unscrew,0
unscrupulous,-2
unscrupulously,-2
unseal,0
unseasonable,0
unseasonably,0
unseasoned,0
unseat,0
unseemly,-1
unseen,0
unselfish,2
unselfishly,2
unselfishness,2
unsentimental,-2
unsettle,-1
unsettled,-2
unsettling,-1
unshakable,1
unsightly,-1
unskilled,-2
unskillful,-2
unsociable,-1
unsold,-1
unsolicited,-1
unsolved,-1
unsophisticated,-2
unsound,-2
unsparing,0
unspeakable,-2
unspeakably,-2
unspecified,0
unspoiled,1
unspoken,0
unsportsmanlike,-2
unstable,-2
unsteadily,-1
unsteadiness,-1
unsteady,-1
unstop,0
unstoppable,0
unstressed,0
unstructured,0
unstrung,-2
unstuck,0
unstudied,0
unsubstantial,-1
unsubstantiated,-2
unsuccessful,-2
unsuccessfully,-2
unsuitable,-1
unsung,1
unsupervised,-1
unsure,-1
unsurpassed,3
unsuspected,-1
unsuspecting,-1
unsweetened,0
unswerving,1
unsympathetic,-2
untamed,0
untangle,0
untapped,0
untaught,-1
untenable,-1
unthinkable,-2
unthinking,-2
untidy,-1
untie,0
until,0
untimely,-1
untiring,2
untiringly,2
untitled,0
unto,0
untold,0
untouchable,0
untouched,0
untoward,-1
untrained,0
untreated,0
untried,-1
untroubled,1
untrue,-2
untruth,-2
untruthful,-2
untruthfully,-2
untutored,-1
unused,0
unusual,0
unusually,0
unutterable,-2
unutterably,-2
unvarnished,0
unvarying,0
unveil,0
unverified,-2
unvoiced,0
unwanted,-2
unwarranted,-1
unwary,-1
unwashed,-1
unwed,-1
unwelcome,-2
unwell,-1
unwholesome,0
unwieldiness,-1
unwieldy,-1
unwilling,-1
unwillingly,-1
unwillingness,-1
unwind,1
unwise,-2
unwisely,-2
unwitting,-1
unwittingly,-1
unwonted,0
unworldly,0
unworthiness,-1
unworthy,-2
unwound,0
unwrap,0
unwritten,0
unyielding,-1
unzip,0
up,0
up-and-coming,0
upbeat,2
upbraid,-1
upbringing,0
upchuck,-1
upcoming,1
upcountry,0
update,0
upend,-1
upfront,0
upgrade,1
upheaval,-2
upheld,1
uphill,-1
uphold,1
upholster,0
upholsterer,0
upholstery,0
upkeep,0
upland,0
uplift,1
uplifting,2
upon,0
upper,1
uppercase,0
upper-class,2
upperclassman,0
uppercut,0
uppermost,0
uppity,-2
upright,2
uprising,-1
uproar,-2
uproarious,2
uproariously,2
uproot,-1
upscale,2
upset,-1
upshot,0
upside,0
upside-down,-1
upstage,-1
upstairs,0
upstanding,0
upstart,0
upstate,0
upstream,0
upsurge,0
upswing,0
uptake,0
uptight,-2
up-to-date,1
uptown,0
upturn,1
upward,1
upwardly,1
upwards,1
uranium,0
urban,0
urbane,1
urbanity,0
urbanization,0
urbanize,0
urchin,0
urea,0
urethra,0
urge,0
urgency,0
urgent,-1
urgently,0
urinal,0
urinalysis,0
urinary,0
urinate,0
urination,0
urine,0
urn,0
us,0
usable,1
usage,0
use,0
useable,1
used,0
useful,2
usefully,2
usefulness,2
useless,-2
uselessly,-2
uselessness,-2
user,0
user-friendly,1
usher,0
usual,0
usually,0
usurer,-2
usurious,-2
usurp,-2
usurpation,-2
usurper,-2
usury,-2
utensil,0
uteri,0
uterine,0
uterus,0
utilitarian,1
utility,0
utilization,0
utilize,0
utmost,0
utopia,3
utopian,1
utter,0
utterance,0
utterly,-1
uttermost,0
uvula,0
uvular,0
v,0
v.,0
vacancy,0
vacant,0
vacantly,-1
vacate,0
vacation,0
vacationer,0
vaccinate,0
vaccination,0
vaccine,0
vacillate,0
vacillation,-1
vacua,0
vacuity,-1
vacuous,-1
vacuously,-2
vacuum,0
vagabond,-2
vagary,-1
vagina,0
vaginal,0
vagrancy,-1
vagrant,-1
vague,-1
vaguely,0
vagueness,-1
vain,-2
vainglorious,-2
vainglory,-2
vainly,-2
valance,0
vale,0
valedictorian,2
valedictory,0
valence,0
valentine,2
valet,0
valiant,1
valiantly,2
valid,1
validate,0
validation,2
validity,1
validly,0
valise,0
valley,0
valor,2
valorous,2
valuable,2
valuation,0
value,1
valueless,-2
values,1
valve,0
vamoose,0
vamp,0
vampire,-1
van,0
vanadium,0
vandal,-1
vandalism,-1
vandalize,-2
vane,0
vanguard,0
vanilla,0
vanish,0
vanity,-1
